"Log do arquivo \\servidor1\CobrancaPCJ\CobrancaPCJ\Retorno\CBR72447672906202214138.ret"
""
"Pago título: 2220000003 5263 - ANHANGUERA EDUCACION 30/06/2022 LQ 299,07 299,07"
"Pago título: 2220000690 393 - RESIDENCIAL JARDIM SA 30/06/2022 LQ 228,01 228,01"
"Pago título: 2220000699 5438 - ASSOCIACAO BENEFICIE 30/06/2022 LQ 223,82 223,82"
"Pago título: 2220000713 7069 - SANTO GEROLAMO BERTO 30/06/2022 LQ 219,72 219,72"
"Pago título: 2220000740 546 - CONDOMINIO EDIFICIO S 30/06/2022 LQ 213,23 213,23"
"Pago título: 2220000751 5641 - PARAMOUNT INDUSTRIA 30/06/2022 LQ 207,95 207,95"
"Pago título: 2220000778 3736 - C L A   CENTRO LOGIS 30/06/2022 LQ 196,99 196,99"
"Pago título: 2220000790 3283 - TECNOROAD RODAS E PN 30/06/2022 LQ 191,99 191,99"
"Pago título: 2220000798 3046 - NUTRAL INDUSTRIAL LT 30/06/2022 LQ 190,15 190,15"
"Pago título: 2220000821 2995 - TEXTIL R.C. LTDA 30/06/2022 LQ 177,52 177,52"
"Pago título: 2220000829 3257 - CONDOMINIO RESIDENCI 30/06/2022 LQ 175,06 175,06"
"Pago título: 2220000859 2654 - CERAMICA SANTA TEREZ 30/06/2022 LQ 161,69 161,69"
"Pago título: 2220000868 1217 - CONDOMINIO SOLAR DE 30/06/2022 LQ 159,46 159,46"
"Pago título: 2220000876 3674 - ASSOCIACAO BENEFICEN 30/06/2022 LQ 155,18 155,18"
"Pago título: 2220000907 4065 - CONDOMINIO PARQUE RE 30/06/2022 LQ 142,47 142,47"
"Pago título: 2220000916 1911 - AUTO POSTO PETROPEN 30/06/2022 LQ 137,5 137,5"
"Pago título: 2220000929 3941 - EDSON SANTO INCERPI 30/06/2022 LQ 131,75 131,75"
"Pago título: 2220000941 364 - RAINHA INDUSTRIA E CO 30/06/2022 LQ 118,48 118,48"
"Pago título: 2220000943 1837 - AUTO POSTO ALVORADA 30/06/2022 LQ 118,35 118,35"
"Pago título: 2220000949 2857 - INTERCUF INDUSTRIA E 30/06/2022 LQ 109,88 109,88"
"Pago título: 2220000976 3186 - ASSOC DOS PROPRIETAR 30/06/2022 LQ 84,37 84,37"
"Pago título: 2220000977 1279 - METALURGICA DDL LTDA 30/06/2022 LQ 83,23 83,23"
"Pago título: 2220000981 4242 - NEW COLOR PLASTIC IN 30/06/2022 LQ 77,11 77,11"
"Pago título: 2220001014 3339 - ASSOCIACAO DE MELHOR 30/06/2022 LQ 4670,92 4670,92"
"Pago título: 2220001042 3354 - RIO FORMOSO NEGOCIOS 30/06/2022 LQ 2413,59 2413,59"
"Pago título: 2220001102 2118 - LOG PARK ARMAZENS GE 30/06/2022 LQ 1182,63 1182,63"
"Pago título: 2220001125 2714 - LAMBERTI BRASIL PROD 30/06/2022 LQ 936,81 936,81"
"Pago título: 2220001136 2409 - TITO ENRIQUE DA SILV 30/06/2022 LQ 878,3 878,3"
"Pago título: 2220001139 3811 - ROXO NOBRE E FILHO S 30/06/2022 LQ 875,32 875,32"
"Pago título: 2220001141 3810 - BRENHA DA FONTOURA A 30/06/2022 LQ 857 857"
"Pago título: 2220001246 4775 - PHILIS MOTEL LTDA. 30/06/2022 LQ 395,23 395,23"
"Pago título: 2220001252 1599 - LUIZ GUILHERME SARTO 30/06/2022 LQ 392,75 392,75"
"Pago título: 2220001270 1080 - METALURGICA RIGITEC 30/06/2022 LQ 383,08 383,08"
"Pago título: 2220001299 4847 - CONDOMINIO RESIDENCI 30/06/2022 LQ 365,96 365,96"
"Pago título: 2220001321 5591 - M.V.S MINERACAO VALE 30/06/2022 LQ 354,53 354,53"
"Pago título: 2220001352 2470 - CONDOMINIO EDIFICIO 30/06/2022 LQ 338,52 338,52"
"Pago título: 2220001354 4212 - LUBRIZOL DO BRASIL A 30/06/2022 LQ 337,26 337,26"
"Pago título: 2220001364 3161 - ASSOCIACAO DE REPOSI 30/06/2022 LQ 331,99 331,99"
"Pago título: 2220001395 5607 - ASSOCIACAO DE MORADO 30/06/2022 LQ 316,19 316,19"
"Pago título: 2220001397 1468 - VINHEDO HOTELARIA ME 30/06/2022 LQ 313,81 313,81"
"Pago título: 2220001448 3922 - LEONARDO SANCHEZ SEC 30/06/2022 LQ 292,77 292,77"
"Pago título: 2220001450 4444 - BARI MOTEL LTDA   ME 30/06/2022 LQ 292,77 292,77"
"Pago título: 2220001473 5290 - ASSOC DE PROPR E MOR 30/06/2022 LQ 292,77 292,77"
"Pago título: 2220001486 4045 - TOPACK DO BRASIL LTD 30/06/2022 LQ 291,77 291,77"
"Pago título: 2220001508 2376 - MARILIA FERNANDES DE 30/06/2022 LQ 263,48 263,48"
"Pago título: 2220001595 1565 - MANCHESTER QUIMICA D 30/06/2022 LQ 248,85 248,85"
"Pago título: 2220001610 6886 - CONDOMINIO RESIDENCI 30/06/2022 LQ 245,32 245,32"
"Pago título: 2220001646 524 - CONDOMINIO EDIFICIO C 30/06/2022 LQ 243,97 243,97"
"Pago título: 2220001718 3211 - DENILSON BISPO 30/06/2022 LQ 234,22 234,22"
"Pago título: 2220001745 2664 - CONDOMINIO RESIDENCI 30/06/2022 LQ 231,64 231,64"
"Pago título: 2220001760 115 - MARELLI SISTEMAS AUTO 30/06/2022 LQ 230,37 230,37"
"Pago título: 2220001802 2041 - COSMOPOLITANO FUTEBO 30/06/2022 LQ 224,28 224,28"
"Pago título: 2220001901 3569 - CONDOMINIO RESIDENCI 30/06/2022 LQ 212,25 212,25"
"Pago título: 2220001952 5009 - ASSOCIACAO DOS MORAD 30/06/2022 LQ 204,94 204,94"
"Pago título: 2220001973 3448 - CONDOMINIO CENTER LO 30/06/2022 LQ 202,43 202,43"
"Pago título: 2220002036 1092 - PREFEITURA MUNICIPAL 30/06/2022 LQ 243,87 243,87"
"Pago título: 2220002128 5433 - ANTONIO PEDRO CREMON 30/06/2022 LQ 229,99 229,99"
"Pago título: 2220002129 5433 - ANTONIO PEDRO CREMON 29/07/2022 LQ 230,01 230,01"
"Pago título: 2220002130 5433 - ANTONIO PEDRO CREMON 31/08/2022 LQ 230,01 230,01"
"Pago título: 2220002131 5433 - ANTONIO PEDRO CREMON 30/09/2022 LQ 230,01 230,01"
"Pago título: 2220002244 1375 - IGREJA DO EVANGELHO 30/06/2022 LQ 219,56 219,56"
"Pago título: 2220002308 81 - CONPROP DO BRASIL EMPR 30/06/2022 LQ 219,56 219,56"
"Pago título: 2220002316 2418 - EMPRESA BRASILEIRA D 30/06/2022 LQ 216,77 216,77"
"Pago título: 2220002317 2418 - EMPRESA BRASILEIRA D 29/07/2022 LQ 216,78 216,78"
"Pago título: 2220002318 2418 - EMPRESA BRASILEIRA D 31/08/2022 LQ 216,78 216,78"
"Pago título: 2220002319 2418 - EMPRESA BRASILEIRA D 30/09/2022 LQ 216,78 216,78"
"Pago título: 2220002344 7361 - GENCONS EMPREENDIMEN 30/06/2022 LQ 214,68 214,68"
"Pago título: 2220002356 2109 - CONDOMINIO RESIDENCI 30/06/2022 LQ 214 214"
"Pago título: 2220002440 1850 - DP & LF TRANSPORTES 30/06/2022 LQ 204,93 204,93"
"Pago título: 2220002452 949 - DANA INDUSTRIAS LTDA 30/06/2022 LQ 203,45 203,45"
"Pago título: 2220003073 1323 - TEXTIL SUCCI LTDA ME 30/06/2022 LQ 214,3 214,3"
"Pago título: 2220003382 930 - SERVICO AUTONOMO DE A 30/06/2022 LQ 39331,26 39331,26"
"Pago título: 2220003487 1695 - GOODYEAR DO BRASIL P 30/06/2022 LQ 15287,19 15287,19"
"Pago título: 2220003774 1048 - AHLSTROM LOUVEIRA LT 30/06/2022 LQ 3095,35 3095,35"
"Pago título: 2220003809 160 - ASSOCIACAO RESIDENCIA 30/06/2022 LQ 2850,3 2850,3"
"Pago título: 2220003830 1575 - SO AGUA COMERCIO E S 30/06/2022 LQ 2508,57 2508,57"
"Pago título: 2220003865 559 - BENEFICIADORA DE TECI 30/06/2022 LQ 2274,56 2274,56"
"Pago título: 2220003872 3755 - INDUSTRIAS XHARA LTD 30/06/2022 LQ 2265,12 2265,12"
"Pago título: 2220004187 3374 - ATMOSFERA GESTAO E H 30/06/2022 LQ 1527,85 1527,85"
"Pago título: 2220004188 3374 - ATMOSFERA GESTAO E H 29/07/2022 LQ 1527,87 1527,87"
"Pago título: 2220004189 3374 - ATMOSFERA GESTAO E H 31/08/2022 LQ 1527,87 1527,87"
"Pago título: 2220004190 3374 - ATMOSFERA GESTAO E H 30/09/2022 LQ 1527,87 1527,87"
"Pago título: 2220004191 3374 - ATMOSFERA GESTAO E H 31/10/2022 LQ 1527,87 1527,87"
"Pago título: 2220004192 3374 - ATMOSFERA GESTAO E H 30/11/2022 LQ 1527,87 1527,87"
"Pago título: 2220004193 3374 - ATMOSFERA GESTAO E H 26/12/2022 LQ 1527,87 1527,87"
"Pago título: 2220004341 3462 - CONDOMINIO EMPRESARI 30/06/2022 LQ 1236,21 1236,21"
"Pago título: 2220004565 2258 - ATMOSFERA GESTAO E H 30/06/2022 LQ 1002,79 1002,79"
"Pago título: 2220004566 2258 - ATMOSFERA GESTAO E H 29/07/2022 LQ 1002,76 1002,76"
"Pago título: 2220004567 2258 - ATMOSFERA GESTAO E H 31/08/2022 LQ 1002,76 1002,76"
"Pago título: 2220004568 2258 - ATMOSFERA GESTAO E H 30/09/2022 LQ 1002,76 1002,76"
"Pago título: 2220004569 2258 - ATMOSFERA GESTAO E H 31/10/2022 LQ 1002,76 1002,76"
"Pago título: 2220004570 2258 - ATMOSFERA GESTAO E H 30/11/2022 LQ 1002,76 1002,76"
"Pago título: 2220004571 2258 - ATMOSFERA GESTAO E H 26/12/2022 LQ 1002,76 1002,76"
"Pago título: 2220004684 558 - CONDOMINIO CENTRO EMP 30/06/2022 LQ 899,61 899,61"
"Pago título: 2220004992 225 - AMPARO ATLETICO CLUBE 30/06/2022 LQ 735,01 735,01"
"Pago título: 2220005027 900 - DANA INDUSTRIAS LTDA 30/06/2022 LQ 717,4 717,4"
"Pago título: 2220005125 3383 - CENTRO EMPRESARIAL E 30/06/2022 LQ 666,84 666,84"
"Pago título: 2220005132 3899 - ASSOCIACAO RESIDENCI 30/06/2022 LQ 661,72 661,72"
"Pago título: 2220005272 3231 - ATMOSFERA GESTAO E H 30/06/2022 LQ 612,45 612,45"
"Pago título: 2220005412 978 - CHEM-TREND IND E COM 30/06/2022 LQ 564,53 564,53"
"Pago título: 2220005489 941 - RAIZEN ENERGIA S/A 30/06/2022 LQ 527,04 527,04"
"Pago título: 2220005657 1829 - NHEEL QUIMICA LTDA 30/06/2022 LQ 484,97 484,97"
"Pago título: 2220005811 1479 - MEAT SNACK PARTNERS 30/06/2022 LQ 444,72 444,72"
"Pago título: 2220006098 3660 - SO AGUA COMERCIAL E 30/06/2022 LQ 401,5 401,5"
"Pago título: 2220006308 1972 - SINDICATO DOS TRAB I 30/06/2022 LQ 366,18 366,18"
"Pago título: 2220006315 5545 - COOPERATIVA VEILING 30/06/2022 LQ 365,14 365,14"
"Pago título: 2220006322 841 - MAGNETI MARELLI SISTE 30/06/2022 LQ 365,05 365,05"
"Pago título: 2220006329 1082 - LENA & CIA LTDA 30/06/2022 LQ 364,64 364,64"
"Pago título: 2220006553 2949 - INSTITUTO ADVENTISTA 30/06/2022 LQ 335,23 335,23"
"Pago título: 2220006623 1902 - KENJI EXTRACAO E COM 30/06/2022 LQ 331,48 331,48"
"Pago título: 2220006644 3382 - CENTRO EMPRESARIAL E 30/06/2022 LQ 328,9 328,9"
"Pago título: 2220006693 1749 - USINA PAULISTA DE BR 30/06/2022 LQ 323,02 323,02"
"Pago título: 2220006805 2205 - MPW LAVANDERIA CONFE 30/06/2022 LQ 310,39 310,39"
"Pago título: 2220006806 2205 - MPW LAVANDERIA CONFE 29/07/2022 LQ 310,42 310,42"
"Pago título: 2220006807 2205 - MPW LAVANDERIA CONFE 31/08/2022 LQ 310,42 310,42"
"Pago título: 2220006808 2205 - MPW LAVANDERIA CONFE 30/09/2022 LQ 310,42 310,42"
"Pago título: 2220006809 2205 - MPW LAVANDERIA CONFE 31/10/2022 LQ 310,42 310,42"
"Pago título: 2220006810 2205 - MPW LAVANDERIA CONFE 30/11/2022 LQ 310,42 310,42"
"Pago título: 2220006811 2205 - MPW LAVANDERIA CONFE 26/12/2022 LQ 310,42 310,42"
"Pago título: 2220007246 5079 - CONDOMINIO EDIFICIO 30/06/2022 LQ 250,96 250,96"
"Pago título: 2220007309 4485 - PARQUE DOS EUCALIPTO 30/06/2022 LQ 246,56 246,56"
"Pago título: 2220007477 3119 - FDC - EMPREENDIMENTO 30/06/2022 LQ 230,21 230,21"
"Pago título: 2220007505 3994 - ASSOCIACAO RESERVA D 30/06/2022 LQ 225,84 225,84"
"Pago título: 2220007568 2196 - ASSOCIACAO CIVIL PAR 30/06/2022 LQ 223,22 223,22"
"Pago título: 2220007659 3540 - COMERCIAL DE ALIMENT 30/06/2022 LQ 217,72 217,72"
"Pago título: 2220007673 1077 - DP & LF TRANSPORTES 30/06/2022 LQ 214,53 214,53"
"Pago título: 2220007778 5982 - ASSOCIACAO DOS MORAD 30/06/2022 LQ 209,11 209,11"
"Pago título: 2220007841 1426 - WEIDMANN TECNOLOGIA 30/06/2022 LQ 208,41 208,41"
"Pago título: 2220007960 5449 - CONDOMINIO HOTEL INT 30/06/2022 LQ 200,78 200,78"
"Pago título: 9000006607 2757 - CARAVITA EMPRESA DE 30/06/2022 LQ 829,16 829,16"
"Pago título: 9000006860 5339 - GILBERTO CARLOS FALC 30/06/2022 LQ 828,55 828,55"
"Pago título: 9000006878 1107 - ORGANON FARMACEUTICA 30/06/2022 LQ 10373,16 10373,16"
"Cancelado título: 2220001778 2485 - ENGELO INDUSTRIA E C 30/06/2022 BX 229,09 0"
"Cancelado título: 2220001779 2485 - ENGELO INDUSTRIA E C 29/07/2022 BX 229,1 0"
"Cancelado título: 2220001780 2485 - ENGELO INDUSTRIA E C 31/08/2022 BX 229,1 0"
"ERRO! Operação desconhecida: 2220000119 5529 - CAMPINAS EDUCACAO AS 29/07/2022 VC 275,4 0"
"ERRO! Operação desconhecida: 2220000429 3137 - CNP INDUSTRIA E COME 15/07/2022 VC 216,56 0"
"ERRO! Operação desconhecida: 2220000553 624 - ARMINDO DIAS 04/07/2022 VC 266,34 0"
"ERRO! Operação desconhecida: 2220001004 4505 - CENTRO NACIONAL DE P 06/07/2022 VC 6942,23 0"
"ERRO! Operação desconhecida: 2220001155 4884 - OTTO BAUMGART INDUST 20/07/2022 VC 732,48 0"
"ERRO! Operação desconhecida: 2220001203 11 - PHIBRO SAUDE E NUTRICA 05/07/2022 VC 537,25 0"
"ERRO! Operação desconhecida: 2220001394 922 - ASSOC DE FUNCIONARIOS 06/07/2022 VC 316,72 0"
"ERRO! Operação desconhecida: 2220001426 4309 - ANDAIMES METAX EQUIP 11/07/2022 VC 303,2 0"
"ERRO! Operação desconhecida: 2220002420 222 - NOTRE DAME INTERMEDIC 08/07/2022 VC 208,1 0"
"ERRO! Operação desconhecida: 2220003459 1084 - COMPANHIA DE SANEAME 29/07/2022 VC 17626,67 0"
"ERRO! Operação desconhecida: 2220004614 3908 - TANSAN INDUSTRIA QUI 15/07/2022 VC 963,25 0"
"ERRO! Operação desconhecida: 2220005083 2173 - CTC CENTRO DE TECNOL 01/07/2022 VC 692,21 0"
